window,test_span,gid,y,gender,division,config,p,is_men
0,[6618-7117],6646,0,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6647,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5,True
0,[6618-7117],6648,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,True
0,[6618-7117],6649,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6650,0,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6651,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.8,False
0,[6618-7117],6652,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.8,True
0,[6618-7117],6653,0,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6654,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6655,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6656,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6657,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.8,True
0,[6618-7117],6658,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6659,0,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6660,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6661,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6428571428571429,True
0,[6618-7117],6662,0,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6663,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6664,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6665,1,women,Women's Bantamweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6666,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6667,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6428571428571429,True
0,[6618-7117],6668,0,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6669,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.4888006738620922,True
0,[6618-7117],6670,0,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6671,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6672,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6673,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6674,1,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6675,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6676,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,True
0,[6618-7117],6677,0,women,Women's Bantamweight,A: top-240 WITHOUT is_southpaw,0.541688422405262,False
0,[6618-7117],6678,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6679,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6680,1,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6681,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,True
0,[6618-7117],6682,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6683,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.8,True
0,[6618-7117],6684,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6685,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6686,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6687,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6688,0,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6689,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6428571428571429,True
0,[6618-7117],6690,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6691,0,women,Women's Bantamweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,False
0,[6618-7117],6692,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6693,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6694,1,women,Women's Bantamweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6695,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6696,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6697,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6698,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.6428571428571429,True
0,[6618-7117],6699,0,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6700,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,True
0,[6618-7117],6701,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6702,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6703,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6704,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6705,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6706,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6707,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6708,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6709,0,men,Catch Weight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6710,0,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,False
0,[6618-7117],6711,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6712,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6713,0,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6714,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6715,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6716,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6717,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6718,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6719,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6720,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6721,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6722,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6723,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,False
0,[6618-7117],6724,0,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6725,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,False
0,[6618-7117],6726,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6727,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6728,1,women,Women's Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6729,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6730,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6731,0,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6732,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6428571428571429,True
0,[6618-7117],6733,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,False
0,[6618-7117],6734,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6735,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6736,1,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6737,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6738,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6739,0,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6740,0,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6741,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6742,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6743,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6744,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6745,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,True
0,[6618-7117],6746,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6747,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6748,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6749,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6750,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6751,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6752,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6753,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6754,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,True
0,[6618-7117],6755,0,women,Women's Bantamweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6756,0,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6757,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6758,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6759,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6760,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6761,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,False
0,[6618-7117],6762,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6763,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6764,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6765,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6766,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6767,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6768,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6769,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6770,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6771,0,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6772,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6428571428571429,True
0,[6618-7117],6773,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6428571428571429,True
0,[6618-7117],6774,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,True
0,[6618-7117],6775,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6776,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6777,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6778,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6779,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6780,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,True
0,[6618-7117],6781,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6782,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6783,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6784,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6785,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6786,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6787,0,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6788,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6789,0,women,Women's Featherweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6790,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,False
0,[6618-7117],6791,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6792,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6793,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6794,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6795,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6796,1,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6797,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,False
0,[6618-7117],6798,0,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6799,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6800,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6801,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6802,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6803,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6804,1,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6805,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6806,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6807,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6808,0,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6809,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6810,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6811,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6812,0,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6813,1,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6814,0,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6815,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6816,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6817,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6818,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6819,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.043856811943296554,True
0,[6618-7117],6820,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6821,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6822,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6823,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6824,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6825,0,women,Women's Bantamweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,False
0,[6618-7117],6826,0,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6827,0,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6828,0,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,True
0,[6618-7117],6829,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6830,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6831,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6832,0,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6833,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6834,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6835,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,True
0,[6618-7117],6836,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,False
0,[6618-7117],6837,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6838,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6839,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6840,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,True
0,[6618-7117],6841,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6842,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6843,0,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6844,0,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,True
0,[6618-7117],6845,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,True
0,[6618-7117],6846,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,True
0,[6618-7117],6847,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6848,0,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6849,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6850,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6851,1,men,Bantamweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6852,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6853,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6854,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.21739130434782608,True
0,[6618-7117],6855,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6856,0,women,Women's Strawweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,False
0,[6618-7117],6857,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6858,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,False
0,[6618-7117],6859,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6860,0,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6861,0,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6862,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6863,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.8333333333333334,True
0,[6618-7117],6864,0,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6865,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6866,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,True
0,[6618-7117],6867,0,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6868,1,women,Women's Flyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,False
0,[6618-7117],6869,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6870,1,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6871,1,men,Heavyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6872,0,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6873,0,men,Middleweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6874,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6875,1,men,Featherweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6876,1,men,Flyweight,A: top-240 WITHOUT is_southpaw,0.5032258064516129,True
0,[6618-7117],6877,1,men,Lightweight,A: top-240 WITHOUT is_southpaw,0.4411764705882353,True
0,[6618-7117],6878,1,men,Welterweight,A: top-240 WITHOUT is_southpaw,0.6033057851239669,True
0,[6618-7117],6879,1,men,Light Heavyweight,A: top-240 WITHOUT is_southpaw,0.5714285714285714,True
0,[6618-7117],6880,1,women,Women's Bantamweight,A: top-240 WITHOUT is_southpaw,0.6433566433566433,False
